12.50		23.7366
12.52		23.73662
12.54		23.73664
12.56		23.73667
12.58		23.73669
12.60		23.73671
12.62		23.73673
12.64		23.73676
12.66		23.73678
12.68		23.7368
12.70		23.73682
12.72		23.73684
12.74		23.73686
12.76		23.73688
12.78		23.7369
12.80		23.73692
12.82		23.73694
12.84		23.73696
12.86		23.73697
12.88		23.73699
12.90		23.73701
12.92		23.73703
12.94		23.73704
12.96		23.73706
12.98		23.73708
13.00		23.73709
13.02		23.73711
13.04		23.73712
13.06		23.73714
13.08		23.73715
13.10		23.73717
13.12		23.73718
13.14		23.7372
13.16		23.73721
13.18		23.73723
13.20		23.73724
13.22		23.73725
13.24		23.73727
13.26		23.73728
13.28		23.73729
13.30		23.73731
13.32		23.73732
13.34		23.73733
13.36		23.73734
13.38		23.73735
13.40		23.73736
13.42		23.73738
13.44		23.73739
13.46		23.7374
13.48		23.73741
13.50		23.73742
13.52		23.73743
13.54		23.73744
13.56		23.73745
13.58		23.73746
13.60		23.73747
13.62		23.73748
13.64		23.73749
13.66		23.7375
13.68		23.73751
13.70		23.73752
13.72		23.73753
13.74		23.73754
13.76		23.73754
13.78		23.73755
13.80		23.73756
13.82		23.73757
13.84		23.73757
13.86		23.73758
13.88		23.73759
13.90		23.7376
13.92		23.7376
13.94		23.73761
13.96		23.73762
13.98		23.73763
14.00		23.73763
14.02		23.73764
14.04		23.73765
14.06		23.73766
14.08		23.73766
14.10		23.73767
14.12		23.73767
14.14		23.73768
14.16		23.73768
14.18		23.73769
14.20		23.7377
14.22		23.7377
14.24		23.73771
14.26		23.73771
14.28		23.73772
14.30		23.73772
14.32		23.73773
14.34		23.73774
14.36		23.73774
14.38		23.73775
14.40		23.73775
14.42		23.73776
14.44		23.73776
14.46		23.73777
14.48		23.73777
14.50		23.73778
14.52		23.73778
14.54		23.73779
14.56		23.73779
14.58		23.73779
14.60		23.7378
14.62		23.7378
14.64		23.7378
14.66		23.73781
14.68		23.73781
14.70		23.73782
14.72		23.73782
14.74		23.73782
14.76		23.73783
14.78		23.73783
14.80		23.73783
14.82		23.73784
14.84		23.73784
14.86		23.73785
14.88		23.73785
14.90		23.73785
14.92		23.73786
14.94		23.73786
14.96		23.73787
14.98		23.73787
15.00		23.73787
